TNA reference	Context: subseries title	Context: sub subseries title	scope_content	date_text	first_date	last_date	former_reference_department	note_text	closure_status	closure_type	closure_code	piece_id	cat_level
fo 881/1			UNITED STATES: Statement. North-East Boundary. First British Statement 	1829	18290101	18291231		Bound: America 6.	O	N	30	4534436	6
fo 881/1A			UNITED STATES: Statement. North-East Boundary. Second British Statement 	1829	18290101	18291231		Bound: America 6.	O	N	30	4534437	6
fo 881/1B			UNITED STATES: Statement. North-East Boundary. First United States Statement 	1829	18290101	18291231		Bound: America 7.	O	N	30	4534438	6
fo 881/1C			UNITED STATES: Statement. North-East Boundary. Second United States Statement. Definitive 	1829	18290101	18291231		Bound: America 7.	O	N	30	4534439	6
fo 881/1D			UNITED STATES: Documents, Maps, &#38;c. North-East Boundary. First United States Statement. Missing at transfer 	1829	18290101	18291231			O	N	30	4534440	6
fo 881/2			UNITED STATES: Papers. Negotiations with Great Britain. Boundaries 	1824	18240101	18241231		Bound: America 4.	O	N	30	4534431	6
fo 881/3			UNITED STATES: Papers. Boundary Negotiations 	1813-1826	18130101	18261231		Bound: America 4. Copy	O	N	30	4534433	6
fo 881/4			UNITED STATES: Memo. Maine Territory. North-East Boundary 	1839	18390101	18391231		Bound: America 9.	O	N	30	4534446	6
fo 881/5			BELGIUM: Protocols. Protocols. 1-70 	1830-1832	18300101	18321231		Bound: Belgium 1.	O	N	30	4525801	6
fo 881/5A			BELGIUM: Protocols (embodied in no.5 above). Missing at transfer  	1831	18310101	18311231			O	N	30	7787323	6
fo 881/6			GREECE &amp; TURKEY: Protocols. Constantinople 	1827-43	18270101	18431231		Bound: Greece 4 168 pp	O	N	30	4530141	6
fo 881/6A			GREECE: Protocols Constantinople 	1827	18270101	18271231			O	N	30	4982509	6
fo 881/6B			GREECE: Protocols 43-74 (excepting 47, 48, 49). Missing at transfer 	1827	18270101	18271231			O	N	30	4982510	6
fo 881/6C			GREECE: Protocols London Part 	1827-28	18270101	18281231			O	N	30	7787324	6
fo 881/6D			GREECE: Protocols, London Part 	1828	18280101	18281231			O	N	30	7787325	6
fo 881/6E			GREECE: Protocols, London, Part 	1829-30	18290101	18301231			O	N	30	7787326	6
fo 881/6F			GREECE: Protocols. Missing at transfer  	1833	18330101	18331231			O	N	30	7787327	6
fo 881/6G			GREECE: Protocols. Missing at transfer  	1829-43	18290101	18431231			O	N	30	7787328	6
fo 881/6H			GREECE: Conference Protocols London 	1829	18290101	18291231			O	N	30	7919497	6
fo 881/6J			GREECE: Protocols. Missing at transfer  	1829-43	18290101	18431231			O	N	30	7787330	6
fo 881/6K			GREECE: Protocols. Missing at transfer  	1829-43	18290101	18431231			O	N	30	7787331	6
fo 881/6L			GREECE: Protocols. Missing at transfer  	1829-43	18290101	18431231			O	N	30	7787333	6
fo 881/7			GENERAL: Regulations. Foreign Service Messengers 	1844	18440101	18441231		Bound: General 4.	O	N	30	4528654	6
fo 881/8			BELGIUM &amp; NETHERLANDS: Narrative. Holland and Belgium. Separation 	1830-1835	18300101	18351231		Bound: Belgium 1.	O	N	30	4525800	6
fo 881/9			UNITED STATES: UNITED STATES: Seizure of the 'Caroline' 	1838	18380101	18381231		82 pp.	O	N	30	7860534	6
fo 881/9X			ARGENTINE REPUBLIC (BUENOS AYRES): Draft Treaty. Slave Trade. Argentine Republic. Missing at transfer  	1838	18380101	18381231		Argentine Republic = Buenos Ayres Bound: Argentine 5	O	N	30	4525373	6
fo 881/10			NETHERLANDS: Memo. Eastern Archipelago. Proceedings of Dutch. Treaty of 1824 	Dec. 16, 1841	18411216	18411216		Bound: Netherlands 2.	O	N	30	4531152	6
fo 881/11			NETHERLANDS: Memo. Eastern Archipelago. Discussions with Netherlands. Map showing Territory claimed by Holland 	Aug. 1, 1846	18460801	18460801		Bound: Netherlands 3.	O	N	30	4531153	6
fo 881/12			"UNITED STATES: Corres. Case of the ""Caroline."" Mr. McLeod's Arrest "	1840-1841	18400101	18411231		Bound: America 8.	O	N	30	4534451	6
fo 881/13			"UNITED STATES: Corres. Case of the ""Caroline."" Mr. McLeod's Arrest "	1841-1842	18410101	18421231		Bound: America 8.	O	N	30	4534452	6
fo 881/14			UNITED STATES: Papers. North-West Boundary. Negotiations 	1824	18240101	18241231		Bound: America 4.	O	N	30	4534432	6
fo 881/15			UNITED STATES: Papers. North-West Boundary. Negotiations 	1826-1827	18260101	18271231		Bound: America 4.	O	N	30	4534435	6
fo 881/16			UNITED STATES: Corres. North-East Boundary 	1840-1841	18400101	18411231		Bound: America 9.	O	N	30	4534450	6
fo 881/17			GENERAL: Corres. Plague and Quarantine 	1836-1842	18360101	18421231		Bound: General 3.	O	N	30	4528645	6
fo 881/18			TURKEY: Memo. British Jurisdiction. Criminal Cases. Levant 	1844	18440101	18441231		Bound: Mema.	O	N	30	4533102	6
fo 881/19			AFRICA &amp; FRANCE: Corres. French Proceedings on West Coast of Africa 	1842-1846	18420101	18461231		Bound: Africa 65.	O	N	30	4524196	6
fo 881/20			FRANCE: Papers. Portendic Claims 	1834-1835	18340101	18351231		Bound: France 6.	O	N	30	4528024	6
fo 881/21			FRANCE: Corres. Portendic Claims 	1843	18430101	18431231		Bound: France 6.	O	N	30	4528033	6
fo 881/22			FRANCE: Corres. Portendic Claims. Supplements; Parts A-D 	1843-1844	18430101	18441231		Bound: France 6. 22-99 pp; 22A (missing at transfer); 22B-24 pp; 22C-25 pp; 22D	O	N	30	4528035	6
fo 881/23			MEXICO: Abstract. British Flag displayed among Mexican War Trophies 	1844	18440101	18441231		Bound: Mexico 1.	O	N	30	4530883	6
fo 881/24			EGYPT: Corres. Purification enforced for Residence in a Plague House 	1842-1843	18420101	18431231		Bound: Turkey 1.	O	N	30	4527384	6
fo 881/25			UNITED STATES: Corres. Rough Rice Duties 	1839-1845	18390101	18451231		Bound: America 10.	O	N	30	4534458	6
fo 881/26			SPAIN: Memo. Political Events. From abrogation of Salique Law to question of Succession to Throne 	1836-1837	18360101	18371231		Bound: Spain 2.	O	N	30	4532719	6
fo 881/27			TURKEY: Corres. Affairs of Levant. Parts 1-4 	1839-1841	18390101	18411231		Bound: Turkey 6.	O	N	30	4533094	6
fo 881/28			HANOVER: Corres. Stade Dues. Part 1 	1830-1842	18300101	18421231		Bound: Hanover 1.	O	N	30	4530326	6
fo 881/28A			HANOVER: Tariff. Stade Dues 	1821	18210101	18211231		Bound: Hanover 1.	O	N	30	4530325	6
fo 881/28B			HANOVER: Memo. Stade Dues. Part 1 	1842-1843	18420101	18431231		Bound: Mema.	O	N	30	4530327	6
fo 881/28C			HANOVER: Memo. Sound and Stade Dues 	1842	18420101	18421231		Bound: Hanover 1.	O	N	30	4530328	6
fo 881/29			RUSSIA: Papers. Poland. Congress Papers. Missing at transfer 	1847	18470101	18471231			O	N	30	4532210	6
fo 881/30			SWITZERLAND: Corres. Civil War. Mediation of Five Powers 	1847	18470101	18471231		Bound: Switzerland 1. 	O	N	30	4532969	6
fo 881/30A			SWITZERLAND: Desp. Civil War. Mediation of Five Powers. Missing at transfer 	1847	18470101	18471231			O	N	30	4532970	6
fo 881/31			FRANCE: Corres. Expulsion of French Consul from Mauritius 	1846	18460101	18461231		Bound: France 5.	O	N	30	4528042	6
fo 881/32			PRUSSIA: Draft. Convention. Copyright 	1846	18460101	18461231		Bound: Prussia 1.	O	N	30	4532119	6
fo 881/33			NETHERLANDS &amp; RUSSIA: Memo. Russian Dutch Loan 	Mar 6 1847	18470306	18470306		Bound: Mema.	O	N	30	4531155	6
fo 881/34			AUSTRIA: Papers. Cracow. Annexation 	1845-1847	18450101	18471231		Bound: Austria 1.	O	N	30	4525629	6
fo 881/35			"ITALY: ""Notizie del Giorno"". Plan of Grand National Association for Liberation of Italy "	Nov. 22, 1832	18321122	18321122		Bound: Italy 1.	O	N	30	4530404	6
fo 881/35A			"ITALY: Address. M. Mazzini to the People of Italy. ""Ricordi dei fratelli Bandiera"" "	1845	18450101	18451231		Bound: Italy 1.	O	N	30	4530405	6
fo 881/35B			BADEN &amp; SWITZERLAND: Corres. Mazzini's Plot to Revolutionise Baden 	1836	18360101	18361231		Bound: Switzerland 1.	O	N	30	4525793	6
fo 881/35C			SICILY: Papers. Insurrectionary Expedition to Calabria by Corfu Refugees 	1844	18440101	18441231		Bound: Sicily 1.	O	N	30	4532687	6
fo 881/36			AUSTRIA: Memo. M. Rayson's Claim 	1837-1843	18370101	18431231		Bound: Mema.	O	N	30	4525627	6
fo 881/37			GREECE: Corres. Affairs of Greece 	1841-1844	18410101	18441231		Bound: Greece 5.	O	N	30	4530144	6
fo 881/38			SPAIN: Corres. Spanish Marriages. Parts 1, 2, and Appendix. Missing at transfer 	1842-1847	18420101	18471231		Bound: Spain 2	O	N	30	4532723	6
fo 881/39			ITALY: Corres. Affairs of Italy 	1846-1847	18460101	18471231		Bound: Italy 1.	O	N	30	4530407	6
fo 881/40			PORTUGAL: Corres. Insurrection in Portugal 	1846-1847	18460101	18471231		Bound: Portugal 1.	O	N	30	4531899	6
fo 881/41			FRANCE: Proceedings. French Chambers. Egypt and Syria 	1840	18400101	18401231		Bound: France 8.	O	N	30	4528028	6
fo 881/42			FRANCE &amp; SPAIN: Proceedings. French Chambers. Spanish Marriages 	1847	18470101	18471231		Bound: France 9.	O	N	30	4528044	6
fo 881/43			SWITZERLAND: Corres. Affairs of Switzerland. Civil War 	1844-1848	18440101	18481231		Bound: Switzerland 1.	O	N	30	4532971	6
fo 881/44			EGYPT: Memo. British Interests and Policy in Egypt. (Consul R. J. L. Stoddart) 	1847	18470101	18471231		Bound: Turkey 7.	O	N	30	4527388	6
fo 881/45			AFRICA: Memo. Niger Expedition 	1840	18400101	18401231		Bound: Africa 2.	O	N	30	4524195	6
fo 881/46			SWITZERLAND: Memo. Dissensions and Disturbances 	1846	18460101	18461231		Bound: Mema.	O	N	30	4532968	6
fo 881/47			SWITZERLAND: Further Corres. Affairs of Switzerland. Civil War 	1847-1848	18470101	18481231		Bound: Switzerland 1.	O	N	30	4532972	6
fo 881/48			SPAIN: Corres. Spanish Marriages. Parts A, B, C and D Appendix 	1846-1847	18460101	18471231		Bound: Spain 2.	O	N	30	4532724	6
fo 881/48A			SPAIN: Correspondence. Spanish marriages. 4 parts. Part A. 	1846-1847	18460101	18471231		24 pp.	O	N	30	7907256	6
fo 881/48B			SPAIN: Correspondence. Spanish marriages. 4 parts. Part B. 	1846-1847	18460101	18471231		13 pp.	O	N	30	7907257	6
fo 881/48C			SPAIN: Correspondence. Spanish marriages. 4 parts. Part C. 	1846-1847	18460101	18471231		9 pp.	O	N	30	7907258	6
fo 881/48D			SPAIN: Correspondence. Spanish marriages. 4 parts. Part D. Missing at transfer 	1846-1847	18460101	18471231			O	N	30	7907259	6
fo 881/49			FRANCE: Treaty. Great Britain and France. Slave Trade 	May 29, 1845	18450529	18450529		Bound: Slave Trade 1.	O	N	30	4528040	6
fo 881/50			AUSTRIA: Regulations. Diplomatic Rank 	1815 and 1818	18150101	18181231		Bound: General 55.	O	N	30	4525624	6
fo 881/51			PACIFIC ISLANDS: Sandwich Islands. Correspondence. Parts A-E 	1824-1847	18240101	18471231		Bound: Pacific 2.	O	N	30	7866965	6
fo 881/52			PACIFIC ISLANDS: Society Islands correspondence, parts I, II and III 	1822-1847	18220101	18471231		353 pp. See also FO 534/1 & FO 534/2	O	N	30	7866964	6
fo 881/53			PERSIA &amp; AFGHANISTAN: Corres. Persia and Afghanistan. Three Parts and an Appendix; Parts A-D 	1834-1839	18340101	18391231		Bound: Persia 2. 439 pp.	O	N	30	4531531	6
fo 881/54			DENMARK AND SWEDEN AND NORWAY: Memo. Swedish. Sound Dues 	1839	18390101	18391231		Bound: Denmark 5.	O	N	30	4527261	6
fo 881/55			DENMARK AND SWEDEN AND NORWAY: Memo. Swedish. Sound Dues 	1839	18390101	18391231		Bound: Denmark 5.	O	N	30	4527262	6
fo 881/56			DENMARK AND SWEDEN AND NORWAY: Memo. Swedish. Answer of Denmark 	1839	18390101	18391231		Bound: Denmark 5.	O	N	30	4527263	6
fo 881/57			SICILY: Memo. Sulphur Monopoly 	1840	18400101	18401231		Bound: Sicily 1.	O	N	30	4532686	6
fo 881/58			SPAIN: Pamphlet. Succession to Throne 	Feb. 19, 1839	18390219	18390219		Bound: Spain 2.	O	N	30	4532720	6
fo 881/59			AFRICA: Reports. Commerce of North Africa. (Mr. James Richardson) 	1845-1846	18450101	18461231		Bound: Africa 2.	O	N	30	4524197	6
fo 881/6I			GREECE: Protocols. Missing at transfer  	1829-43	18290101	18431231			O	N	30	7787329	6
fo 881/60			AFRICA: Vocabulary. Ghadamsee and Touarick 	1845-1846	18450101	18461231		Bound: Africa 2.	O	N	30	4524198	6
fo 881/61			GENERAL: Memo. Navigation Laws 	1845	18450101	18451231		Bound: General 6.	O	N	30	4528658	6
fo 881/62			GENERAL: Remarks. Navigation Laws. Commercial Relations with Foreign States 	1847	18470101	18471231		Bound: General 6.	O	N	30	4528662	6
fo 881/63			GERMANY: Desp. German Customs Union. Baron B�low to Chevr. Bunsen. (To Lord Westmorland) 	May 13, 1845	18450513	18450513		Bound: Prussia 1.	O	N	30	4529930	6
fo 881/64			GERMANY: Letter. Commercial Position of Zollverein. (Board of Trade) 	1847	18470101	18471231		Bound: Prussia 1.	O	N	30	4529932	6
fo 881/65			ITALY &amp; ROME: Memo., &amp;c. Relations of Great Britain with See of Rome 	1846	18460101	18461231		Bound: Rome 1. Copy	O	N	30	4530406	6
fo 881/66			DENMARK AUSTRIA SPAIN BELGIUM: Sound Dues. Missing at transfer 						O	N	30	7806609	6
fo 881/67			GREECE: Corres. Differences with Turkey. 46 Parts 	1847	18470101	18471231		Bound: Greece 3.	O	N	30	4530145	6
fo 881/68			PORTUGAL: Narrative. Revolution in Portugal 	1836	18360101	18361231		Bound: Portugal 1.	O	N	30	4531889	6
fo 881/69			NETHERLANDS: Corres. Cession of Luxemburg 	1836	18360101	18361231		Bound: Netherlands 9.	O	N	30	4531150	6
fo 881/6AA			GREECE: Protocols, London 	1830	18300101	18301231			O	N	30	7802410	6
fo 881/6AB			GREECE: Protocols, London 	1829	18290101	18291231			O	N	30	7802413	6
fo 881/6AC			GREECE: Protocols, London 	1829	18290101	18291231			O	N	30	7802414	6
fo 881/70			PACIFIC ISLANDS: Declaration, &amp;c. Independence of Society Islands, Huahine, Raiatea, and Borabora 	1847	18470101	18471231		Bound: France 5.	O	N	30	4531328	6
fo 881/71			GENERAL: Instructions. Slave Trade. Instructions to Naval Officers 	1842-1844	18420101	18441231		Bound: General 6.	O	N	30	4528653	6
fo 881/72			GENERAL: Memo. Commercial Marine 	1848	18480101	18481231		Bound: Mema. 180 pp	O	N	30	4528664	6
fo 881/72A			GENERAL: Commercial Marine. Papers 	1847	18470101	18471231		360 pp	O	N	30	7933688	6
fo 881/73			GENERAL: Commercial Marine. Papers. 	1844-1849	18440101	18491231		7 pp	O	N	30	7937017	6
fo 881/73A			GENERAL: Letter. Commercial Marine (Mr. James Murray) 	1844-1849	18440101	18491231		Bound: General 75. 3 pp	O	N	30	7933689	6
fo 881/73B			GENERAL: Memo. Commercial Marine. Proposed Organization of a Department 	1844-1849	18440101	18491231		Bound: General 75. 9 pp	O	N	30	7933690	6
fo 881/73C			GENERAL: Circular. Commercial Marine 	1844-1849	18440101	18491231		Bound: General 75. 4 pp	O	N	30	7933691	6
fo 881/73D			GENERAL: Papers. Commercial Marine (Mr. James Murray) 	1844-1849	18440101	18491231		Bound: General 75. 170 pp.	O	N	30	7933692	6
fo 881/74			AUSTRIA: Corres. Irrigation of Lombardo-Venetian Provinces. Missing at transfer  	1847	18470101	18471231		Bound: Austria 1	O	N	30	4525631	6
fo 881/75A			CHINA: Papers. Relating to China. Plan of Attack on Canton. Bound: China 25. Missing at transfer 	1839-1841	18390101	18411231			O	N	30	4526244	6
fo 881/75B			CHINA: Papers. Relating to China 	1839-1841	18390101	18411231		Bound: China 69. 350 pp + 1 map.	O	N	30	7937018	6
fo 881/76			UNITED STATES: Report. North-East Boundary. British Commission. Bound: America 9. Missing at transfer 	1848	18480101	18481231			O	N	30	4534468	6
fo 881/77			UNITED STATES: Narrative. North-East Boundary 	1843-1846	18430101	18461231		Bound: America 9.	O	N	30	4534463	6
fo 881/78			GENERAL: Memo. Expulsion of Foreign Ministers from various Courts to which they were accredited 	1717-1812	17170101	18121231		Bound: General 6.	O	N	30	4528633	6
fo 881/79			UNITED STATES: Memo. North-East Boundary. Jurisdiction in disputed territory 	1776-1838	17760101	18381231		Bound: Mema.	O	N	30	4534430	6
fo 881/80			UNITED STATES: Memo. Columbia River. (Mr. Addington) 	1826	18260101	18261231		Bound: Mema.	O	N	30	4534434	6
fo 881/81			SPAIN: Extracts. Documents relating to Spanish Marriages referred to in Mr. H. Bulwer's Second Protest 	1700-1845	17000101	18451231		Bound: Spain 2.	O	N	30	4532715	6
fo 881/82			DENMARK: Papers. Succession to Throne. Schleswig 	1845-1848	18450101	18481231		Bound: Denmark 1.	O	N	30	4527264	6
fo 881/83			GENERAL: British postal guide. Missing at transfer 	1856	18560101	18561231			O	N	30	7805513	6
fo 881/84			PORTUGAL: Memo. Fall of Cabral Administration. Rebellion 	Feb. 15, 1847	18470215	18470215		Bound: Mema.	O	N	30	4531900	6
fo 881/85			SPAIN: Memo. Cuba. Communications between Great Britain, France, and United States 	1825-1826	18250101	18261231		Bound: France 5.	O	N	30	4532718	6
fo 881/86			TURKEY: Capitulations. Capitulations confirmed by Treaty of Dardanelles 	1675-1809	16750101	18091231		Bound: Turkey 70.	O	N	30	4533081	6
fo 881/87			GREECE: Abstract. Greek Question previous to the Treaty of July 6, 1827. Parts 1 to 4 	1825-1827	18250101	18271231		Bound: Greece 3.	O	N	30	4530131	6
fo 881/87A			GREECE: Abstract. Greek Question subsequent to Treaty of July 6, 1827. Part 5 	1827	18270101	18271231		Bound: Greece 3.	O	N	30	4530132	6
fo 881/87B			GREECE: Greek question. Correspondence. Missing at transfer 	1830-1831	18300101	18311231			O	N	30	7787669	6
fo 881/88			SICILY: O. in C. Foreign Deserters 	1853	18530101	18531231		Bound: Sicily 4.	O	N	30	4532707	6
fo 881/89			AFRICA &amp; SPAIN: Memo. Fernando Po and Annabon, 1778 to 1839. (Mr. J. Bandinel) 	Jan 24 1839	18390124	18390124		Bound: Mema.	O	N	30	4524193	6
fo 881/90			NETHERLANDS: Desp. Russian-Dutch Loan. Missing at transfer 	1831	18310101	18311231			O	N	30	4531149	6
fo 881/91			BORNEO: Papers. Borneo 	1844-1847	18440101	18471231		Bound: Borneo 1.	O	N	30	4525946	6
fo 881/92			HANSE TOWNS: Corres. Differential Duties 	1847	18470101	18471231		Bound: Germany 7.	O	N	30	4530338	6
fo 881/93			GREECE: Desp. Financial Difficulties. (Prince Soutzo) 	April 23, 1838	18380423	18380423		Bound: Greece 14.	O	N	30	4530136	6
fo 881/93A			GREECE: Desp. To Sir E. Lyons. Finances 	May 15, 1838	18380515	18380515		Bound: Greece 14.	O	N	30	4530137	6
fo 881/93B			GREECE: Memo. Affairs of Greece. French Memo. 	1838	18380101	18381231		Bound: Greece 14.	O	N	30	4530138	6
fo 881/94			FRANCE: Memo. Maritime Power of France 	1847	18470101	18471231		Bound: France 5.	O	N	30	4528045	6
fo 881/95			BELGIUM &amp; NETHERLANDS: Narrative. Holland and Belgium. Negotiations 	1833	18330101	18331231		Bound: Belgium 1. Bound: Netherlands 2.	O	N	30	4525802	6
fo 881/96			NETHERLANDS: Desp. Affairs of Holland and Belgium. (M. Dedel) 	Mar. 14, 1838	18380314	18380314		Bound: Netherlands 9.	O	N	30	4531151	6
fo 881/97			EGYPT &amp; TURKEY: Corres. Affairs of Egypt including correspondence respecting Mehemet Ali's intended Declaration of Independence. Parts A-N 	1839	18390101	18391231		Bound: Egypt 36. 59 pp	O	N	30	4527380	6
fo 881/98			GENERAL: Rules. Lights for Steamers. (Admiralty) 	1847	18470101	18471231		Admitalty Notice Dec 13 Bound: General 55.	O	N	30	4528663	6
fo 881/98A			GENERAL: Rules. Lights for Steamers. Missing at transfer 	1847	18470101	18471231		Extract from Mr Evans's letter of Feb 2/47  No stock in store 	O	N	30	7787670	6
fo 881/98B			GENERAL: Rules. Lights for Steamers. Missing at transfer 	1847	18470101	18471231		Extract from Mr Evans's letter of Feb 2/47  No stock in store 	O	N	30	7787671	6
fo 881/99			SICILY: Corres. Affairs of Sicily, 1847-1848 	1848	18480101	18481231		Bound: Sicily 2.	O	N	30	4532690	6
fo 881/99A			ITALY: Corres. Affairs of Italy. Part 1 	Dec. 1847 to June 1848	18471201	18480630		Bound: Italy 11.	O	N	30	4530410	6
fo 881/99B			ITALY: Corres. Affairs of Italy. Part 2 	June to Dec. 1848	18480601	18481231		Bound: Italy 11.	O	N	30	4530411	6
fo 881/99C			SICILY: Affairs of Naples &amp; Sicily 	1847-49	18470101	18491231		Copy	O	N	30	7787672	6
fo 881/100			TURKEY: Papers. Consular Jurisdiction. Levant 	1835	18350101	18351231		Bound: Turkey 70.	O	N	30	4533085	6
fo 881/100A			TURKEY: Further Papers. Consular Jurisdiction. Levant 	1836	18360101	18361231		Bound: Turkey 70.	O	N	30	4533086	6
fo 881/101			GERMANY: Desp. German Customs Union. (To Lord Westmorland) 	Nov. 28, 1843	18431128	18431128		Bound: Prussia 1.	O	N	30	4529928	6
fo 881/102			SICILY: Memo. Constitution for Sicily 	1849 Jan 29	18490129	18490129		Bound: Sicily 1.	O	N	30	4532700	6
fo 881/103			AUSTRIA: Memo. Subsidies and Loans to Austria, 1792-1823 	1849	18490101	18491231		Bound: Mema.	O	N	30	4525625	6
fo 881/104			AUSTRIA: Memo. Austrian Possessions in Italy, 1703-1797 	1849	18490101	18491231		Bound: Mema.	O	N	30	4525619	6
fo 881/105			AUSTRIA: Memo. Austrian Possessions in Italy, 1703-1797 	1849	18490101	18491231		Bound: Mema.	O	N	30	4525620	6
fo 881/106			AUSTRIA: Memo. Execution by Austria of her Treaties with Great Britain against France, 1792-1815 	1849	18490101	18491231		Bound: Mema.	O	N	30	4525621	6
fo 881/107			SICILY: Memo. Affairs of Sicily, 1847-1848 	Jan. 10, 1849	18490110	18490110		Bound: Mema.	O	N	30	4532689	6
fo 881/108			SPAIN: Corres. Spanish Marriages 	1846	18460101	18461231		Bound: Spain 2.	O	N	30	4532722	6
fo 881/109			GENERAL: Return. Despatches received and sent 	1821-1848	18210101	18481231			O	N	30	4528666	6
fo 881/110			GENERAL: Return. Despatches received and sent 	1828-1848	18280101	18481231			O	N	30	4528667	6
fo 881/110A			GENERAL: Return. Despatches received and sent 	1821-1856	18210101	18561231		1 pp.	O	N	30	7806596	6
fo 881/111			"FRANCE: Extracts. ""Revue R�trospective."" Spanish Marriages "	1846-1847	18460101	18471231		Bound: France 41.	O	N	30	4528043	6
fo 881/112			"GENERAL: List. Treaties with Foreign Powers. Containing ""Most Favoured Nation,"" ""Reciprocity,"" and ""National Vessels,"" Articles "	1815-1853	18150101	18531231		Bound: General 55.	O	N	30	4528694	6
fo 881/112X			CENTRAL AMERICA &amp; MOSQUITO: Correspondence. Claim of Nicaragua and Honduras to Port of San Juan. Despatch from M.Castillon.  	20 Jan 1849	18490120	18490120		43 pp.	O	N	30	4526168	6
fo 881/113			ITALY: Corres. Affairs of Italy. 	1848-1849	18480101	18491231		Bound: Italy 11.	O	N	30	4530412	6
fo 881/114			FRANCE: Conversation. Invasion of England. Louis Napoleon and Count Schimmel-penninck. Bound: France 5. Missing at transfer 	1848	18480101	18481231			O	N	30	4528046	6
fo 881/115			SICILY: Desp. Maintenance of Union between Sicily and Naples. (To Prince Castelcicala) 	April 10, 1848	18480410	18480410		Bound: Sicily 4.	O	N	30	4532691	6
fo 881/115A			SICILY: Desp. Maintenance of Union between Sicily and Naples. (To Prince Castelcicala) 	May 30, 1848	18480530	18480530		Bound: Sicily 4.	O	N	30	4532692	6
fo 881/116			NETHERLANDS &amp; BORNEO: Borneo. To M Dedel, May 4. Treaty of 1824   	1846	18460101	18461231		17 pp.	O	N	30	7844451	6
fo 881/116A			NETHERLANDS &amp; BORNEO. Affairs of Borneo. Treaty of 1824. (From M. Dedel) 	Mar 20 1846	18460320	18460320		Bound: Borneo 1.	O	N	30	4531154	6
fo 881/117			SICILY: Corres. Affairs of Naples and Sicily 	1848-1849	18480101	18491231		Bound: Sicily 2.	O	N	30	4532698	6
fo 881/118			DENMARK: Corres. Schleswig-Holstein Question 	1845-1848	18450101	18481231		Bound: Denmark 1.	O	N	30	4527265	6
fo 881/119			PORTUGAL: Papers. Affairs of Portugal. Missing at transfer 	1847	18470101	18471231		Bound: Portugal 21	O	N	30	4531901	6
fo 881/120			GREECE: Letter. Greek Question subsequent to Treaty of July 6, 1827. Count Nesselrode to Prince Lieven. Missing at transfer  	1827	18270101	18271231			O	N	30	4530133	6
fo 881/121			ITALY: Memo. Affairs of Italy. Cardinal Wiseman 	1847	18470101	18471231		Bound: Italy 1.	O	N	30	4530408	6
fo 881/122			AFRICA &#38; GENERAL: Memo. Captured Negroes at Sierra Leone. Bound: Africa 65. Missing at transfer 	1847	18470101	18471231			O	N	30	4524201	6
fo 881/123			SICILY: Memo. Sicilian Question 	Aug. 1848	18480801	18480831		Bound: Sicily 1.	O	N	30	4532693	6
fo 881/124			SICILY: Memo. Sicilian Question 	Sept. 16, 1848	18480916	18480916		Bound: Sicily 1.	O	N	30	4532694	6
fo 881/125			SICILY: Desp. Bombardment of Messina. Losses of British Subjects. (Consul Barker) 	Dec. 14, 1848	18481214	18481214		Bound: Sicily 1.	O	N	30	4532695	6
fo 881/126			SICILY: Desp. Sicilian Affairs. Intentions of British Government, communicated by M. a'Court 	Oct. 20, 1814	18141020	18141020		Bound: Sicily 1.	O	N	30	4532684	6
fo 881/127			SICILY: Extracts. Succession to Throne. Extracts from Constitution of 1812 	1812	18120101	18121231		Bound: Sicily 1.	O	N	30	4532683	6
fo 881/127A			SICILY: Memo. Rights of Sicilians, and British Connection with Constitution of 1812. Missing at transfer. See FO 881/1012 	1849	18490101	18491231		Bound: Sicily 1	O	N	30	4532701	6
fo 881/128			ITALY: Memo. Affairs of Italy. Lord Brougham's Resolution 	July 20, 1849	18490720	18490720		Bound: Mema.	O	N	30	4530413	6
fo 881/129			AUSTRIA &amp; SICILY: Treaty. Austria and Naples. Secret Articles 	1815	18150101	18151231		Bound: Sicily 4.	O	N	30	4525623	6
fo 881/130			ASIA: Report. Tibet. Journey of Fathers Huc and Gabet 	Dec. 16, 1850	18501216	18501216		Bound: Russia 3.	O	N	30	4525418	6
fo 881/131			SICILY: Corres. Naples. British Chapel 	1830-1848	18300101	18481231		Bound: Sicily 1.	O	N	30	4532688	6
fo 881/132			GREECE: Report. Law and Administration of Justice. (Consul Green) 	1848	18480101	18481231		Bound: Greece 3.	O	N	30	4530151	6
fo 881/133			GREECE: Report. Population, Education, Religion, and Domestic Customs. (Consul Green) 	1849	18490101	18491231		Bound: Greece 3.	O	N	30	4530152	6
fo 881/134			GENERAL: Bill. Marriages of British Subjects Abroad 	1849	18490101	18491231		Bound: General 6.	O	N	30	4528675	6
fo 881/135			PACIFIC ISLANDS: Corres. Tahiti. Mr. Jackson's Case 	1845	18450101	18451231		Bound: Pacific 4.	O	N	30	4531322	6
fo 881/136			PERSIA: Report. Journey of Consul Abbott to Coast of Caspian Sea 	1847-1848	18470101	18481231		Bound: Persia 3.	O	N	30	4531536	6
fo 881/137			TUNIS &amp; AFRICA: Report. State of Tunis. (Mr. James Richardson) 	1837	18370101	18371231		Bound: Tunis 1.	O	N	30	7868770	6
fo 881/138			GREECE: Corres. Affairs of Greece. Mediation. Turkey and Greece 	1827	18270101	18271231		Bound: Greece 3.	O	N	30	4530130	6
